chapter,code,description
73,7304395*00-5*-00,Plated or coated with zinc
73,7304395200-52-00,Plated or coated with zinc
73,7304395800-58-00,Other
73,7304399*00-9*-00,"Not exceeding 168,3 mm"
73,7304399200-92-00,"Not exceeding 168,3 mm"
73,7304399300-93-00,"Exceeding 168,3 mm but not exceeding 406,4 mm"
73,7304399800-98-00,"Exceeding 406,4 mm"
73,7304410000-00-00,Cold-drawn or cold-rolled (cold-reduced)
73,730449**00-**-00,"Unworked, straight and of uniform wall thickness, for use solely in the manufacture of tubes and pipes with other cross-sections and wall thicknesses"
73,7304491000-10-00,"Unworked, straight and of uniform wall thickness, for use solely in the manufacture of tubes and pipes with other cross-sections and wall thicknesses"
73,7304499*00-9*-00,"Of an external diameter not exceeding 168,3 mm"
73,7304499300-93-00,"Of an external diameter not exceeding 168,3 mm"
73,7304499500-95-00,"Of an external diameter exceeding 168,3 mm but not exceeding 406,4 mm"
73,7304499900-99-00,"Of an external diameter exceeding 406,4 mm"
73,730451**00-**-00,"Not exceeding 0,5 m"
73,7304511*00-1*-00,"Not exceeding 0,5 m"
73,7304511200-12-00,"Not exceeding 0,5 m"
73,7304511800-18-00,"Exceeding 0,5 m"
73,7304518*00-8*-00,Precision tubes
73,7304518100-81-00,Precision tubes
73,7304518900-89-00,Other
73,730459**00-**-00,"Unworked, straight and of uniform wall thickness, for use solely in the manufacture of tubes and pipes with other cross-sections and wall-thicknesses"
73,7304591000-10-00,"Unworked, straight and of uniform wall thickness, for use solely in the manufacture of tubes and pipes with other cross-sections and wall-thicknesses"
73,7304593*00-3*-00,"Not exceeding 0,5 m"
73,7304593200-32-00,"Not exceeding 0,5 m"
73,7304593800-38-00,"Exceeding 0,5 m"
73,7304599*00-9*-00,"Of an external diameter not exceeding 168,3 mm"
73,7304599200-92-00,"Of an external diameter not exceeding 168,3 mm"
73,7304599300-93-00,"Of an external diameter exceeding 168,3 mm but not exceeding 406,4 mm"
73,7304599900-99-00,"Of an external diameter exceeding 406,4 mm"
73,7304900000-00-00,Other
73,7305110000-00-00,Longitudinally submerged arc welded
73,7305120000-00-00,"Other, longitudinally welded"
73,7305190000-00-00,Other
73,7305200000-00-00,Casing of a kind used in drilling for oil or gas
73,7305310000-00-00,Longitudinally welded
73,7305390000-00-00,Other
73,7305900000-00-00,Other
73,730611**00-**-00,Longitudinally welded
73,7306111000-10-00,Longitudinally welded
73,7306119000-90-00,Spirally welded
73,730619**00-**-00,Longitudinally welded
73,7306191000-10-00,Longitudinally welded
73,7306199000-90-00,Spirally welded
73,7306210000-00-00,"Welded, of stainless steel"
73,7306290000-00-00,Other
73,730630**00-**-00,Not exceeding 2 mm
73,7306301*00-1*-00,Not exceeding 2 mm
73,7306301100-11-00,Not exceeding 2 mm
73,7306301900-19-00,Exceeding 2 mm
73,7306304*00-4*-00,Plated or coated with zinc
73,7306304100-41-00,Plated or coated with zinc
73,7306304900-49-00,Other
73,7306307*00-7*-00,Plated or coated with zinc
73,7306307200-72-00,Plated or coated with zinc
73,7306307700-77-00,Other
73,7306308000-80-00,"Exceeding 168,3 mm but not exceeding 406,4 mm"
73,730640**00-**-00,Cold-drawn or cold-rolled (cold-reduced)
73,7306402000-20-00,Cold-drawn or cold-rolled (cold-reduced)
73,7306408000-80-00,Other
73,730650**00-**-00,Precision tubes
73,7306502000-20-00,Precision tubes
73,7306508000-80-00,Other
73,730661**00-**-00,Of stainless steel
73,7306611000-10-00,Of stainless steel
73,7306619*00-9*-00,With a wall thickness not exceeding 2 mm
73,7306619200-92-00,With a wall thickness not exceeding 2 mm
73,7306619900-99-00,With a wall thickness exceeding 2 mm
73,730669**00-**-00,Of stainless steel
73,7306691000-10-00,Of stainless steel
73,7306699000-90-00,Other
73,7306900000-00-00,Other
73,730711**00-**-00,Of a kind used in pressure systems
73,7307111000-10-00,Of a kind used in pressure systems
73,7307119000-90-00,Other
73,730719**00-**-00,Of malleable cast iron
73,7307191000-10-00,Of malleable cast iron
73,7307199000-90-00,Other
73,7307210000-00-00,Flanges
73,730722**00-**-00,Sleeves
73,7307221000-10-00,Sleeves
73,7307229000-90-00,Elbows and bends
73,730723**00-**-00,Elbows and bends
73,7307231000-10-00,Elbows and bends
73,7307239000-90-00,Other
73,730729**00-**-00,Threaded
73,7307291000-10-00,Threaded
73,7307298000-80-00,Other
73,7307910000-00-00,Flanges
73,730792**00-**-00,Sleeves
73,7307921000-10-00,Sleeves
73,7307929000-90-00,Elbows and bends
73,730793**00-**-00,Elbows and bends
73,7307931*00-1*-00,Elbows and bends
73,7307931100-11-00,Elbows and bends
73,7307931900-19-00,Other
73,7307939*00-9*-00,Elbows and bends
73,7307939100-91-00,Elbows and bends
73,7307939900-99-00,Other
73,730799**00-**-00,Threaded
73,7307991000-10-00,Threaded
73,7307998000-80-00,Other
73,7308100000-00-00,Bridges and bridge-sections
73,7308200000-00-00,Towers and lattice masts
73,7308300000-00-00,"Doors, windows and their frames and thresholds for doors"
73,7308400000-00-00,"Equipment for scaffolding, shuttering, propping or pit-propping"
73,730890**00-**-00,Panels comprising two walls of profiled (ribbed) sheet with an insulating core
73,7308905*00-5*-00,Panels comprising two walls of profiled (ribbed) sheet with an insulating core
73,7308905100-51-00,Panels comprising two walls of profiled (ribbed) sheet with an insulating core
73,7308905900-59-00,Other
73,7308909*00-9*-00,Other
73,7308909800-98-00,Other
73,730900**00-**-00,For gases (other than compressed or liquefied gas)
73,7309001000-10-00,For gases (other than compressed or liquefied gas)
73,7309003000-30-00,Lined or heat-insulated
73,7309005*00-5*-00,Exceeding 100000 l
73,7309005100-51-00,Exceeding 100000 l
73,7309005900-59-00,Not exceeding 100000 l
73,7309009000-90-00,For solids
73,7310100000-00-00,Of a capacity of 50 l or more
73,731021**00-**-00,Cans of a kind used for preserving food
73,7310211*00-1*-00,Cans of a kind used for preserving food
73,7310211100-11-00,Cans of a kind used for preserving food
73,7310211900-19-00,Cans of a kind used for preserving drink
73,7310219*00-9*-00,"Less than 0,5 mm"
73,7310219100-91-00,"Less than 0,5 mm"
73,7310219900-99-00,"0,5 mm or more"
73,731029**00-**-00,"With a wall thickness of less than 0,5 mm"
73,7310291000-10-00,"With a wall thickness of less than 0,5 mm"
73,7310299000-90-00,"With a wall thickness of 0,5 mm or more"
73,731100**00-**-00,Less than 20 l
73,7311001*00-1*-00,Less than 20 l
73,7311001100-11-00,Less than 20 l
73,7311001300-13-00,20 l or more but not more than 50 l
73,7311001900-19-00,More than 50 l
73,7311003000-30-00,Other
73,7311009*00-9*-00,Less than 1000 l
73,7311009100-91-00,Less than 1000 l
73,7311009900-99-00,1000 l or more
73,731210**00-**-00,Of stainless steel
73,7312102000-20-00,Of stainless steel
73,7312104*00-4*-00,Plated or coated with copper-zinc alloys (brass)
73,7312104100-41-00,Plated or coated with copper-zinc alloys (brass)
73,7312104900-49-00,Other
73,7312106*00-6*-00,Not coated
73,7312106100-61-00,Not coated
73,7312106500-65-00,Plated or coated with zinc
73,7312106900-69-00,Other
73,7312108*00-8*-00,Exceeding 3 mm but not exceeding 12 mm
73,7312108100-81-00,Exceeding 3 mm but not exceeding 12 mm
73,7312108300-83-00,Exceeding 12 mm but not exceeding 24 mm
73,7312108500-85-00,Exceeding 24 mm but not exceeding 48 mm
73,7312108900-89-00,Exceeding 48 mm
73,7312109*00-9*-00,Other
73,7312109800-98-00,Other
73,7312900000-00-00,Other
73,7313000000-00-00,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel"
73,7314120000-00-00,"Endless bands for machinery, of stainless steel"
73,7314140000-00-00,"Other woven cloth, of stainless steel"
73,7314190000-00-00,Other
73,731420**00-**-00,Of ribbed wire
73,7314201000-10-00,Of ribbed wire
73,7314209000-90-00,Other
73,7314310000-00-00,Plated or coated with zinc
73,7314390000-00-00,Other
73,7314410000-00-00,Plated or coated with zinc
73,7314420000-00-00,Coated with plastics
73,7314490000-00-00,Other
73,7314500000-00-00,Expanded metal
73,731511**00-**-00,Of a kind used for cycles and motorcycles
73,7315111000-10-00,Of a kind used for cycles and motorcycles
73,7315119000-90-00,Other
73,7315120000-00-00,Other chain
73,7315190000-00-00,Parts
73,7315200000-00-00,Skid chain
73,7315810000-00-00,Stud-link
73,7315820000-00-00,"Other, welded link"
73,7315890000-00-00,Other
73,7315900000-00-00,Other parts
73,7316000000-00-00,"Anchors, grapnels and parts thereof, of iron or steel"
73,731700**00-**-00,Nails in strips or coils
73,7317002000-20-00,Nails in strips or coils
73,7317006000-60-00,Other
73,7317008000-80-00,Other
73,7318110000-00-00,Coach screws
73,731812**00-**-00,Of stainless steel
73,7318121000-10-00,Of stainless steel
73,7318129000-90-00,Other
73,7318130000-00-00,Screw hooks and screw rings
73,731814**00-**-00,Of stainless steel
73,7318141000-10-00,Of stainless steel
73,7318149*00-9*-00,Spaced-thread screws
73,7318149100-91-00,Spaced-thread screws
73,7318149900-99-00,Other
73,731815**00-**-00,For fixing railway track construction material
73,7318152000-20-00,For fixing railway track construction material
73,7318153*00-3*-00,Of stainless steel
73,7318153500-35-00,Of stainless steel
73,7318154*00-4*-00,Of less than 800 MPa
73,7318154200-42-00,Of less than 800 MPa
73,7318154800-48-00,Of 800 MPa or more
73,7318155*00-5*-00,Of stainless steel
73,7318155200-52-00,Of stainless steel
73,7318155800-58-00,Other
73,7318156*00-6*-00,Of stainless steel
73,7318156200-62-00,Of stainless steel
73,7318156800-68-00,Other
73,7318157*00-7*-00,Of stainless steel
73,7318157500-75-00,Of stainless steel
73,7318158*00-8*-00,Of less than 800 MPa
73,7318158200-82-00,Of less than 800 MPa
73,7318158800-88-00,Of 800 MPa or more
73,7318159*00-9*-00,Other
73,7318159500-95-00,Other
73,731816**00-**-00,Blind rivet nuts
73,7318163*00-3*-00,Blind rivet nuts
73,7318163100-31-00,Blind rivet nuts
73,7318163900-39-00,Other
73,7318164000-40-00,Blind rivet nuts
73,7318166000-60-00,Self-locking nuts
73,7318169*00-9*-00,Not exceeding 12 mm
73,7318169200-92-00,Not exceeding 12 mm
73,7318169900-99-00,Exceeding 12 mm
73,7318190000-00-00,Other
73,7318210000-00-00,Spring washers and other lock washers
73,7318220000-00-00,Other washers
73,7318230000-00-00,Rivets
73,7318240000-00-00,Cotters and cotter pins
73,7318290000-00-00,Other
73,7319400000-00-00,Safety pins and other pins
73,731990**00-**-00,"Sewing, darning or embroidery needles"
73,7319901000-10-00,"Sewing, darning or embroidery needles"
73,7319909000-90-00,Other
73,732010**00-**-00,Laminated springs and leaves therefor
73,7320101*00-1*-00,Laminated springs and leaves therefor
73,7320101100-11-00,Laminated springs and leaves therefor
73,7320101900-19-00,Other
73,7320109000-90-00,Other
73,732020**00-**-00,Hot-worked
73,7320202000-20-00,Hot-worked
73,7320208*00-8*-00,Coil compression springs
73,7320208100-81-00,Coil compression springs
73,7320208500-85-00,Coil tension springs
73,7320208900-89-00,Other
73,732090**00-**-00,Flat spiral springs
73,7320901000-10-00,Flat spiral springs
73,7320903000-30-00,Discs springs
73,7320909000-90-00,Other
73,732111**00-**-00,"With oven, including separate ovens"
73,7321111000-10-00,"With oven, including separate ovens"
73,7321119000-90-00,Other
73,7321120000-00-00,For liquid fuel
73,7321190000-00-00,"Other, including appliances for solid fuel"
73,7321810000-00-00,For gas fuel or for both gas and other fuels
73,7321820000-00-00,For liquid fuel
73,7321890000-00-00,"Other, including appliances for solid fuel"
73,7321900000-00-00,Parts
73,7322110000-00-00,Of cast iron
73,7322190000-00-00,Other
73,7322900000-00-00,Other
73,7323100000-00-00,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like"
73,7323910000-00-00,"Of cast iron, not enamelled"
73,7323920000-00-00,"Of cast iron, enamelled"
73,732393**00-**-00,"Reusable steel bottles holding 2 litres or less, whether or not insulated."
73,7323931000-10-00,"Reusable steel bottles holding 2 litres or less, whether or not insulated."
73,7323939000-90-00,Other
73,7323940000-00-00,"Of iron (other than cast iron) or steel, enamelled"
73,7323990000-00-00,Other
73,7324100000-00-00,"Sinks and washbasins, of stainless steel"
73,7324210000-00-00,"Of cast iron, whether or not enamelled"
73,7324290000-00-00,Other
73,7324900000-00-00,"Other, including parts"
73,7325100000-00-00,Of non-malleable cast iron
73,7325910000-00-00,Grinding balls and similar articles for mills
73,732599**00-**-00,Of malleable cast iron
73,7325991000-10-00,Of malleable cast iron
73,7325999000-90-00,Other
73,7326110000-00-00,Grinding balls and similar articles for mills
73,732619**00-**-00,Open-die forged
73,7326191000-10-00,Open-die forged
73,7326199000-90-00,Other
73,7326200000-00-00,Articles of iron or steel wire
73,732690**00-**-00,Ladders and steps
73,7326903000-30-00,Ladders and steps
73,7326904000-40-00,Pallets and similar platforms for handling goods
73,7326905000-50-00,"Reels for cables, piping and the like"
73,7326906000-60-00,"Non-mechanical ventilators, guttering, hooks and like articles used in the building industry"
73,7326909*00-9*-00,Open-die forged
73,7326909200-92-00,Open-die forged
73,7326909400-94-00,Closed-die forged
73,7326909600-96-00,Sintered
73,7326909800-98-00,Other
74,7401000000-00-00,Copper mattes; cement copper (precipitated copper)
74,7402000000-00-00,Unrefined copper; copper anodes for electrolytic refining
74,7403110000-00-00,Cathodes and sections of cathodes
74,7403120000-00-00,Wire-bars
74,7403130000-00-00,Billets
74,7403190000-00-00,Other
74,7403210000-00-00,Copper-zinc base alloys (brass)
74,7403220000-00-00,Copper-tin base alloys (bronze)
74,7403290000-00-00,Other copper alloys (other than master alloys of heading 7405)
74,740400**00-**-00,Of refined copper
74,7404001000-10-00,Of refined copper
74,7404009*00-9*-00,Of copper-zinc base alloys (brass)
74,7404009100-91-00,Of copper-zinc base alloys (brass)
74,7404009900-99-00,Other
74,7405000000-00-00,Master alloys of copper
74,7406100000-00-00,Powders of non-lamellar structure
74,7406200000-00-00,Powders of lamellar structure; flakes
74,7407100000-00-00,Of refined copper
74,740721**00-**-00,Bars and rods
74,7407211000-10-00,Bars and rods
74,7407219000-90-00,Profiles
74,7407290000-00-00,Other
74,7408110000-00-00,Of which the maximum cross-sectional dimension exceeds 6 mm
74,740819**00-**-00,"Of which the maximum cross-sectional dimension exceeds 0,5 mm"
74,7408191000-10-00,"Of which the maximum cross-sectional dimension exceeds 0,5 mm"
74,7408199000-90-00,"Of which the maximum cross-sectional dimension does not exceed 0,5 mm"
74,7408210000-00-00,Of copper-zinc base alloys (brass)
74,7408220000-00-00,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)
74,7408290000-00-00,Other
74,7409110000-00-00,In coils
74,7409190000-00-00,Other
74,7409210000-00-00,In coils
74,7409290000-00-00,Other
74,7409310000-00-00,In coils
74,7409390000-00-00,Other
74,7409400000-00-00,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)
74,7409900000-00-00,Of other copper alloys
74,7410110000-00-00,Of refined copper
74,7410120000-00-00,Of copper alloys
74,7410210000-00-00,Of refined copper
74,7410220000-00-00,Of copper alloys
74,741110**00-**-00,Straight
74,7411101000-10-00,Straight
74,7411109000-90-00,Other
74,741121**00-**-00,Straight
74,7411211000-10-00,Straight
74,7411219000-90-00,Other
74,7411220000-00-00,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)
74,7411290000-00-00,Other
74,7412100000-00-00,Of refined copper
74,7412200000-00-00,Of copper alloys
74,7413000000-00-00,"Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated"
74,7415100000-00-00,"Nails and tacks, drawing pins, staples and similar articles"
74,7415210000-00-00,Washers (including spring washers)
74,7415290000-00-00,Other
74,7415330000-00-00,Screws; bolts and nuts
74,7415390000-00-00,Other
74,741810**00-**-00,"Cooking or heating apparatus of a kind used for domestic purposes, non-electric, and parts thereof"
74,7418101000-10-00,"Cooking or heating apparatus of a kind used for domestic purposes, non-electric, and parts thereof"
74,7418109000-90-00,Other
74,7418200000-00-00,Sanitary ware and parts thereof
74,7419100000-00-00,Chain and parts thereof
74,7419910000-00-00,"Cast, moulded, stamped or forged, but not further worked"
74,741999**00-**-00,"Cloth (including endless bands), grill and netting, of wire of which no cross-sectional dimension exceeds 6 mm; expanded metal"
74,7419991000-10-00,"Cloth (including endless bands), grill and netting, of wire of which no cross-sectional dimension exceeds 6 mm; expanded metal"
74,7419993000-30-00,Springs
74,7419999000-90-00,Other
75,7501100000-00-00,Nickel mattes
75,7501200000-00-00,Nickel oxide sinters and other intermediate products of nickel metallurgy
75,7502100000-00-00,"Nickel, not alloyed"
75,7502200000-00-00,Nickel alloys
75,750300**00-**-00,"Of nickel, not alloyed"
75,7503001000-10-00,"Of nickel, not alloyed"
75,7503009000-90-00,Of nickel alloys
75,7504000000-00-00,Nickel powders and flakes
75,7505110000-00-00,"Of nickel, not alloyed"
75,7505120000-00-00,Of nickel alloys
75,7505210000-00-00,"Of nickel, not alloyed"
75,7505220000-00-00,Of nickel alloys
75,7506100000-00-00,"Of nickel, not alloyed"
75,7506200000-00-00,Of nickel alloys
75,7507110000-00-00,"Of nickel, not alloyed"
75,7507120000-00-00,Of nickel alloys
75,7507200000-00-00,Tube or pipe fittings
75,7508100000-00-00,"Cloth, grill and netting, of nickel wire"
75,7508900000-00-00,Other
76,7601100000-00-00,"Aluminium, not alloyed"
76,760120**00-**-00,Slabs and billets
76,7601202000-20-00,Slabs and billets
76,7601208000-80-00,Other
76,760200**00-**-00,"Turnings, shavings, chips, milling waste, sawdust and filings; waste of coloured, coated or bonded sheets and foil, of a thickness (excluding any backing) not exceeding 0,2 mm"
76,7602001*00-1*-00,"Turnings, shavings, chips, milling waste, sawdust and filings; waste of coloured, coated or bonded sheets and foil, of a thickness (excluding any backing) not exceeding 0,2 mm"
76,7602001100-11-00,"Turnings, shavings, chips, milling waste, sawdust and filings; waste of coloured, coated or bonded sheets and foil, of a thickness (excluding any backing) not exceeding 0,2 mm"
76,7602001900-19-00,Other (including factory rejects)
76,7602009000-90-00,Scrap
76,7603100000-00-00,Powders of non-lamellar structure
76,7603200000-00-00,Powders of lamellar structure; flakes
76,760410**00-**-00,Bars and rods
76,7604101000-10-00,Bars and rods
76,7604109000-90-00,Profiles
76,7604210000-00-00,Hollow profiles
76,760429**00-**-00,Bars and rods
76,7604291000-10-00,Bars and rods
76,7604299000-90-00,Profiles
76,7605110000-00-00,Of which the maximum cross-sectional dimension exceeds 7 mm
76,7605190000-00-00,Other
76,7605210000-00-00,Of which the maximum cross-sectional dimension exceeds 7 mm
76,7605290000-00-00,Other
76,760611**00-**-00,"Painted, varnished or coated with plastics"
76,7606111000-10-00,"Painted, varnished or coated with plastics"
76,7606119*00-9*-00,Less than 3 mm
76,7606119100-91-00,Less than 3 mm
76,7606119300-93-00,Not less than 3 mm but less than 6 mm
76,7606119900-99-00,Not less than 6 mm
76,760612**00-**-00,"Painted, varnished or coated with plastics"
76,7606122000-20-00,"Painted, varnished or coated with plastics"
76,7606129*00-9*-00,Less than 3 mm
76,7606129200-92-00,Less than 3 mm
76,7606129300-93-00,Not less than 3 mm but less than 6 mm
76,7606129900-99-00,Not less than 6 mm
76,7606910000-00-00,"Of aluminium, not alloyed"
76,7606920000-00-00,Of aluminium alloys
76,760711**00-**-00,In rolls of a weight not exceeding 10 kg
76,7607111*00-1*-00,In rolls of a weight not exceeding 10 kg
76,7607111100-11-00,In rolls of a weight not exceeding 10 kg
76,7607111900-19-00,Other
76,7607119000-90-00,"Of a thickness of not less than 0,021 mm but not more than 0,2 mm"
76,760719**00-**-00,"Of a thickness of less than 0,021 mm"
76,7607191000-10-00,"Of a thickness of less than 0,021 mm"
76,7607199000-90-00,"Of a thickness of not less than 0,021 mm but not more than 0,2 mm"
76,760720**00-**-00,"Of a thickness (excluding any backing) of less than 0,021 mm"
76,7607201000-10-00,"Of a thickness (excluding any backing) of less than 0,021 mm"
76,7607209000-90-00,"Of a thickness (excluding any backing) of not less than 0,021 mm but not more than 0,2 mm"
76,7608100000-00-00,"Of aluminium, not alloyed"
76,760820**00-**-00,Welded
76,7608202000-20-00,Welded
76,7608208*00-8*-00,Not further worked than extruded
76,7608208100-81-00,Not further worked than extruded
76,7608208900-89-00,Other
76,7609000000-00-00,"Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves)"
76,7610100000-00-00,"Doors, windows and their frames and thresholds for doors"
76,761090**00-**-00,"Bridges and bridge-sections, towers and lattice masts"
76,7610901000-10-00,"Bridges and bridge-sections, towers and lattice masts"
76,7610909000-90-00,Other
76,7611000000-00-00,"Aluminium reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment"
76,7612100000-00-00,Collapsible tubular containers
76,761290**00-**-00,Containers of a kind used for aerosols
76,7612902000-20-00,Containers of a kind used for aerosols
76,7612903000-30-00,"Manufactured from foil of a thickness not exceeding 0,2 mm"
76,7612908*00-8*-00,Aluminium bottles
76,7612908100-81-00,Aluminium bottles
76,7612908900-89-00,Other
76,7613000000-00-00,Aluminium containers for compressed or liquefied gas
76,7614100000-00-00,With steel core
76,7614900000-00-00,Other
76,761510**00-**-00,Cast
76,7615101000-10-00,Cast
76,7615103000-30-00,"Manufactured from foil of a thickness not exceeding 0,2 mm"
76,7615104000-40-00,"Reusable aluminium bottles holding 2 litres or less, whether or not insulated"
76,7615108000-80-00,Other
76,7615200000-00-00,Sanitary ware and parts thereof
76,7616100000-00-00,"Nails, tacks, staples (other than those of heading 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers and similar articles"
76,7616910000-00-00,"Cloth, grill, netting and fencing, of aluminium wire"
76,761699**00-**-00,Cast
76,7616991000-10-00,Cast
76,7616999000-90-00,Other
78,7801100000-00-00,Refined lead
78,7801910000-00-00,Containing by weight antimony as the principal other element
78,780199**00-**-00,"For refining, containing 0,02 % or more by weight of silver (bullion lead)"
78,7801991000-10-00,"For refining, containing 0,02 % or more by weight of silver (bullion lead)"
78,7801999000-90-00,Other
78,7802000000-00-00,Lead waste and scrap
78,7804110000-00-00,"Sheets, strip and foil of a thickness (excluding any backing) not exceeding 0,2 mm"
78,7804190000-00-00,Other
78,7804200000-00-00,Powders and flakes
78,780600**00-**-00,"Containers with an anti-radiation lead covering, for the transport or storage of radioactive materials (Euratom)"
78,7806001000-10-00,"Containers with an anti-radiation lead covering, for the transport or storage of radioactive materials (Euratom)"
78,7806008000-80-00,Other
79,7901110000-00-00,"Containing by weight 99,99 % or more of zinc"
79,790112**00-**-00,"Containing by weight 99,95 % or more but less than 99,99 % of zinc"
79,7901121000-10-00,"Containing by weight 99,95 % or more but less than 99,99 % of zinc"
79,7901123000-30-00,"Containing by weight 98,5 % or more but less than 99,95 % of zinc"
79,7901129000-90-00,"Containing by weight 97,5 % or more but less than 98,5 % of zinc"
79,7901200000-00-00,Zinc alloys
79,7902000000-00-00,Zinc waste and scrap
79,7903100000-00-00,Zinc dust
79,7903900000-00-00,Other
79,7904000000-00-00,"Zinc bars, rods, profiles and wire"
79,7905000000-00-00,"Zinc plates, sheets, strip and foil"
79,7907000000-00-00,Other articles of zinc
80,8001100000-00-00,"Tin, not alloyed"
80,8001200000-00-00,Tin alloys
80,8002000000-00-00,Tin waste and scrap
80,8003000000-00-00,"Tin bars, rods, profiles and wire"
80,800700**00-**-00,"Plates, sheets and strip, of a thickness exceeding 0,2 mm"
80,8007001000-10-00,"Plates, sheets and strip, of a thickness exceeding 0,2 mm"
80,8007008000-80-00,Other
81,8101100000-00-00,Powders
81,8101940000-00-00,"Unwrought tungsten, including bars and rods obtained simply by sintering"
81,8101960000-00-00,Wire
81,8101970000-00-00,Waste and scrap
81,810199**00-**-00,"Bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil"
81,8101991000-10-00,"Bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil"
81,8101999000-90-00,Other
81,8102100000-00-00,Powders
81,8102940000-00-00,"Unwrought molybdenum, including bars and rods obtained simply by sintering"
81,8102950000-00-00,"Bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil"
81,8102960000-00-00,Wire
81,8102970000-00-00,Waste and scrap
81,8102990000-00-00,Other
81,8103200000-00-00,"Unwrought tantalum, including bars and rods obtained simply by sintering; powders"
81,8103300000-00-00,Waste and scrap
81,810390**00-**-00,"Bars and rods, other than those obtained simply by sintering, profiles, wire, plates, sheets, strip and foil"
81,8103901000-10-00,"Bars and rods, other than those obtained simply by sintering, profiles, wire, plates, sheets, strip and foil"
81,8103909000-90-00,Other
81,8104110000-00-00,"Containing at least 99,8 % by weight of magnesium"
81,8104190000-00-00,Other
81,8104200000-00-00,Waste and scrap
81,8104300000-00-00,"Raspings, turnings and granules, graded according to size; powders"
81,8104900000-00-00,Other
81,8105200000-00-00,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; powders
81,8105300000-00-00,Waste and scrap
81,8105900000-00-00,Other
81,810600**00-**-00,Unwrought bismuth; waste and scrap; powders
81,8106001000-10-00,Unwrought bismuth; waste and scrap; powders
81,8106009000-90-00,Other
81,8107200000-00-00,Unwrought cadmium; powders
81,8107300000-00-00,Waste and scrap
81,8107900000-00-00,Other
81,8108200000-00-00,Unwrought titanium; powders
81,8108300000-00-00,Waste and scrap
81,810890**00-**-00,"Bars, rods, profiles and wire"
81,8108903000-30-00,"Bars, rods, profiles and wire"
81,8108905000-50-00,"Plates, sheets, strip and foil"
81,8108906000-60-00,Tubes and pipes
81,8108909000-90-00,Other
81,8109200000-00-00,Unwrought zirconium; powders
81,8109300000-00-00,Waste and scrap
81,8109900000-00-00,Other
81,8110100000-00-00,Unwrought antimony; powders
81,8110200000-00-00,Waste and scrap
81,8110900000-00-00,Other
81,811100**00-**-00,Unwrought manganese; powders
81,8111001*00-1*-00,Unwrought manganese; powders
81,8111001100-11-00,Unwrought manganese; powders
81,8111001900-19-00,Waste and scrap
81,8111009000-90-00,Other
81,8112120000-00-00,Unwrought; powders
81,8112130000-00-00,Waste and scrap
81,8112190000-00-00,Other
81,811221**00-**-00,Alloys containing more than 10 % by weight of nickel
81,8112211000-10-00,Alloys containing more than 10 % by weight of nickel
81,8112219000-90-00,Other
81,8112220000-00-00,Waste and scrap
81,8112290000-00-00,Other
81,8112510000-00-00,Unwrought; powders
81,8112520000-00-00,Waste and scrap
81,8112590000-00-00,Other
81,811292**00-**-00,Hafnium (celtium)
81,8112921000-10-00,Hafnium (celtium)
81,8112922*00-2*-00,Waste and scrap
81,8112922100-21-00,Waste and scrap
81,8112923*00-3*-00,Niobium (columbium); rhenium
81,8112923100-31-00,Niobium (columbium); rhenium
81,8112928*00-8*-00,Indium
81,8112928100-81-00,Indium
81,8112928900-89-00,Gallium
81,8112929*00-9*-00,Vanadium
81,8112929100-91-00,Vanadium
81,8112929500-95-00,Germanium
81,811299**00-**-00,Hafnium (celtium); germanium
81,8112992000-20-00,Hafnium (celtium); germanium
81,8112993000-30-00,Niobium (columbium); rhenium
81,8112997000-70-00,Gallium; indium; vanadium
81,811300**00-**-00,Unwrought
81,8113002000-20-00,Unwrought
81,8113004000-40-00,Waste and scrap
81,8113009000-90-00,Other
82,8201100000-00-00,Spades and shovels
82,8201300000-00-00,"Mattocks, picks, hoes and rakes"
82,8201400000-00-00,"Axes, billhooks and similar hewing tools"
82,8201500000-00-00,Secateurs and similar one-handed pruners and shears (including poultry shears)
82,8201600000-00-00,"Hedge shears, two-handed pruning shears and similar two-handed shears"
82,8201900000-00-00,"Other hand tools of a kind used in agriculture, horticulture or forestry"
82,8202100000-00-00,Handsaws
82,8202200000-00-00,Bandsaw blades
82,8202310000-00-00,With working part of steel
82,8202390000-00-00,"Other, including parts"
82,8202400000-00-00,Chainsaw blades
