chapter,code,description
27,2715000000-00-00,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs)"
27,2716000000-00-00,Electrical energy
28,2801100000-00-00,Chlorine
28,2801200000-00-00,Iodine
28,280130**00-**-00,Fluorine
28,2801301000-10-00,Fluorine
28,2801309000-90-00,Bromine
28,2802000000-00-00,"Sulphur, sublimed or precipitated; colloidal sulphur"
28,2803000000-00-00,Carbon (carbon blacks and other forms of carbon not elsewhere specified or included)
28,2804100000-00-00,Hydrogen
28,2804210000-00-00,Argon
28,280429**00-**-00,Helium
28,2804291000-10-00,Helium
28,2804299000-90-00,Other
28,2804300000-00-00,Nitrogen
28,2804400000-00-00,Oxygen
28,280450**00-**-00,Boron
28,2804501000-10-00,Boron
28,2804509000-90-00,Tellurium
28,2804610000-00-00,"Containing by weight not less than 99,99 % of silicon"
28,2804690000-00-00,Other
28,2804700000-00-00,Phosphorus
28,2804800000-00-00,Arsenic
28,2804900000-00-00,Selenium
28,2805110000-00-00,Sodium
28,2805120000-00-00,Calcium
28,280519**00-**-00,Strontium and barium
28,2805191000-10-00,Strontium and barium
28,2805199000-90-00,Other
28,280530**00-**-00,Intermixtures or interalloys
28,2805301000-10-00,Intermixtures or interalloys
28,2805302000-20-00,"Cerium, lanthanum, praseodymium, neodymium and samarium"
28,2805303000-30-00,"Europium, gadolinium, terbium, dysprosium, holmium, erbium, thulium, ytterbium, lutetium and yttrium"
28,2805304000-40-00,Scandium
28,2805308000-80-00,Other
28,280540**00-**-00,"In flasks of a net content of 34,5 kg (standard weight), of a fob value, per flask, not exceeding œ 224"
28,2805401000-10-00,"In flasks of a net content of 34,5 kg (standard weight), of a fob value, per flask, not exceeding œ 224"
28,2805409000-90-00,Other
28,2806100000-00-00,Hydrogen chloride (hydrochloric acid)
28,2806200000-00-00,Chlorosulphuric acid
28,2807000000-00-00,Sulphuric acid; oleum
28,2808000000-00-00,Nitric acid; sulphonitric acids
28,2809100000-00-00,Diphosphorus pentaoxide
28,2809200000-00-00,Phosphoric acid and polyphosphoric acids
28,281000**00-**-00,Diboron trioxide
28,2810001000-10-00,Diboron trioxide
28,2810009000-90-00,Other
28,2811110000-00-00,Hydrogen fluoride (hydrofluoric acid)
28,2811120000-00-00,Hydrogen cyanide (hydrocyanic acid)
28,281119**00-**-00,Hydrogen bromide (hydrobromic acid)
28,2811191000-10-00,Hydrogen bromide (hydrobromic acid)
28,2811198000-80-00,Other
28,2811210000-00-00,Carbon dioxide
28,2811220000-00-00,Silicon dioxide
28,281129**00-**-00,Sulphur dioxide
28,2811290500-05-00,Sulphur dioxide
28,2811291000-10-00,Sulphur trioxide (sulphuric anhydride); diarsenic trioxide
28,2811293000-30-00,Nitrogen oxides
28,2811299000-90-00,Other
28,2812110000-00-00,Carbonyl dichloride (phosgene)
28,2812120000-00-00,Phosphorus oxychloride
28,2812130000-00-00,Phosphorus trichloride
28,2812140000-00-00,Phosphorus pentachloride
28,2812150000-00-00,Sulphur monochloride
28,2812160000-00-00,Sulphur dichloride
28,2812170000-00-00,Thionyl chloride
28,281219**00-**-00,Of phosphorus
28,2812191000-10-00,Of phosphorus
28,2812199000-90-00,Other
28,2812900000-00-00,Other
28,2813100000-00-00,Carbon disulphide
28,281390**00-**-00,"Phosphorus sulphides, commercial phosphorus trisulphide"
28,2813901000-10-00,"Phosphorus sulphides, commercial phosphorus trisulphide"
28,2813909000-90-00,Other
28,2814100000-00-00,Anhydrous ammonia
28,2814200000-00-00,Ammonia in aqueous solution
28,2815110000-00-00,Solid
28,2815120000-00-00,In aqueous solution (soda lye or liquid soda)
28,2815200000-00-00,Potassium hydroxide (caustic potash)
28,2815300000-00-00,Peroxides of sodium or potassium
28,2816100000-00-00,Hydroxide and peroxide of magnesium
28,2816400000-00-00,"Oxides, hydroxides and peroxides, of strontium or barium"
28,2817000000-00-00,Zinc oxide; zinc peroxide
28,281810**00-**-00,With less than 50 % of the total weight having a particle size of more than 10 mm
28,2818101*00-1*-00,With less than 50 % of the total weight having a particle size of more than 10 mm
28,2818101100-11-00,With less than 50 % of the total weight having a particle size of more than 10 mm
28,2818101900-19-00,With 50 % or more of the total weight having a particle size of more than 10 mm
28,2818109*00-9*-00,With less than 50 % of the total weight having a particle size of more than 10 mm
28,2818109100-91-00,With less than 50 % of the total weight having a particle size of more than 10 mm
28,2818109900-99-00,With 50 % or more of the total weight having a particle size of more than 10 mm
28,2818200000-00-00,"Aluminium oxide, other than artificial corundum"
28,2818300000-00-00,Aluminium hydroxide
28,2819100000-00-00,Chromium trioxide
28,281990**00-**-00,Chromium dioxide
28,2819901000-10-00,Chromium dioxide
28,2819909000-90-00,Other
28,2820100000-00-00,Manganese dioxide
28,282090**00-**-00,Manganese oxide containing by weight 77 % or more of manganese
28,2820901000-10-00,Manganese oxide containing by weight 77 % or more of manganese
28,2820909000-90-00,Other
28,2821100000-00-00,Iron oxides and hydroxides
28,2821200000-00-00,Earth colours
28,2822000000-00-00,Cobalt oxides and hydroxides; commercial cobalt oxides
28,2823000000-00-00,Titanium oxides
28,2824100000-00-00,"Lead monoxide (litharge, massicot)"
28,2824900000-00-00,Other
28,2825100000-00-00,Hydrazine and hydroxylamine and their inorganic salts
28,2825200000-00-00,Lithium oxide and hydroxide
28,2825300000-00-00,Vanadium oxides and hydroxides
28,2825400000-00-00,Nickel oxides and hydroxides
28,2825500000-00-00,Copper oxides and hydroxides
28,2825600000-00-00,Germanium oxides and zirconium dioxide
28,2825700000-00-00,Molybdenum oxides and hydroxides
28,2825800000-00-00,Antimony oxides
28,282590**00-**-00,"Calcium hydroxide of a purity of 98 % or more calculated on the dry weight, in the form of particles of which: - not more than 1 % by weight have a particle-size exceeding 75 micrometres and - not more than 4 % by weight have a particle-size of less than 1,3 micrometres"
28,2825901*00-1*-00,"Calcium hydroxide of a purity of 98 % or more calculated on the dry weight, in the form of particles of which: - not more than 1 % by weight have a particle-size exceeding 75 micrometres and - not more than 4 % by weight have a particle-size of less than 1,3 micrometres"
28,2825901100-11-00,"Calcium hydroxide of a purity of 98 % or more calculated on the dry weight, in the form of particles of which: - not more than 1 % by weight have a particle-size exceeding 75 micrometres and - not more than 4 % by weight have a particle-size of less than 1,3 micrometres"
28,2825901900-19-00,Other
28,2825902000-20-00,Beryllium oxide and hydroxide
28,2825904000-40-00,Tungsten oxides and hydroxides
28,2825906000-60-00,Cadmium oxide
28,2825908*00-8*-00,Other
28,2825908500-85-00,Other
28,2826120000-00-00,Of aluminium
28,282619**00-**-00,Of ammonium or of sodium
28,2826191000-10-00,Of ammonium or of sodium
28,2826199000-90-00,Other
28,2826300000-00-00,Sodium hexafluoroaluminate (synthetic cryolite)
28,282690**00-**-00,Dipotassium hexafluorozirconate
28,2826901000-10-00,Dipotassium hexafluorozirconate
28,2826908000-80-00,Other
28,2827100000-00-00,Ammonium chloride
28,2827200000-00-00,Calcium chloride
28,2827310000-00-00,Of magnesium
28,2827320000-00-00,Of aluminium
28,2827350000-00-00,Of nickel
28,282739**00-**-00,Of tin
28,2827391000-10-00,Of tin
28,2827392000-20-00,Of iron
28,2827393000-30-00,Of cobalt
28,2827398*00-8*-00,Other
28,2827398500-85-00,Other
28,2827410000-00-00,Of copper
28,282749**00-**-00,Of lead
28,2827491000-10-00,Of lead
28,2827499000-90-00,Other
28,2827510000-00-00,Bromides of sodium or of potassium
28,2827590000-00-00,Other
28,2827600000-00-00,Iodides and iodide oxides
28,2828100000-00-00,Commercial calcium hypochlorite and other calcium hypochlorites
28,2828900000-00-00,Other
28,2829110000-00-00,Of sodium
28,2829190000-00-00,Other
28,282990**00-**-00,Perchlorates
28,2829901000-10-00,Perchlorates
28,2829904000-40-00,Bromates of potassium or of sodium
28,2829908000-80-00,Other
28,2830100000-00-00,Sodium sulphides
28,283090**00-**-00,"Sulphides of calcium, of antimony or of iron"
28,2830901*00-1*-00,"Sulphides of calcium, of antimony or of iron"
28,2830901100-11-00,"Sulphides of calcium, of antimony or of iron"
28,2830908*00-8*-00,Other
28,2830908500-85-00,Other
28,2831100000-00-00,Of sodium
28,2831900000-00-00,Other
28,2832100000-00-00,Sodium sulphites
28,2832200000-00-00,Other sulphites
28,2832300000-00-00,Thiosulphates
28,2833110000-00-00,Disodium sulphate
28,2833190000-00-00,Other
28,2833210000-00-00,Of magnesium
28,2833220000-00-00,Of aluminium
28,2833240000-00-00,Of nickel
28,2833250000-00-00,Of copper
28,2833270000-00-00,Of barium
28,283329**00-**-00,Of cadmium; of chromium; of zinc
28,2833292000-20-00,Of cadmium; of chromium; of zinc
28,2833293000-30-00,Of cobalt; of titanium
28,2833296000-60-00,Of lead
28,2833298000-80-00,Other
28,2833300000-00-00,Alums
28,2833400000-00-00,Peroxosulphates (persulphates)
28,2834100000-00-00,Nitrites
28,2834210000-00-00,Of potassium
28,283429**00-**-00,Of barium; of beryllium; of cadmium; of cobalt; of nickel; of lead
28,2834292000-20-00,Of barium; of beryllium; of cadmium; of cobalt; of nickel; of lead
28,2834294000-40-00,Of copper
28,2834298000-80-00,Other
28,2835100000-00-00,Phosphinates (hypophosphites) and phosphonates (phosphites)
28,2835220000-00-00,Of mono- or disodium
28,2835240000-00-00,Of potassium
28,2835250000-00-00,Calcium hydrogenorthophosphate ( dicalcium phosphate )
28,2835260000-00-00,Other phosphates of calcium
28,283529**00-**-00,Of triammonium
28,2835291000-10-00,Of triammonium
28,2835293000-30-00,Of trisodium
28,2835299000-90-00,Other
28,2835310000-00-00,Sodium triphosphate (sodium tripolyphosphate)
28,2835390000-00-00,Other
28,2836200000-00-00,Disodium carbonate
28,2836300000-00-00,Sodium hydrogencarbonate (sodium bicarbonate)
28,2836400000-00-00,Potassium carbonates
28,2836500000-00-00,Calcium carbonate
28,2836600000-00-00,Barium carbonate
28,2836910000-00-00,Lithium carbonates
28,2836920000-00-00,Strontium carbonate
28,283699**00-**-00,Of magnesium; of copper
28,2836991*00-1*-00,Of magnesium; of copper
28,2836991100-11-00,Of magnesium; of copper
28,2836991700-17-00,Other
28,2836999000-90-00,Peroxocarbonates (percarbonates)
28,2837110000-00-00,Of sodium
28,2837190000-00-00,Other
28,2837200000-00-00,Complex cyanides
28,2839110000-00-00,Sodium metasilicates
28,2839190000-00-00,Other
28,2839900000-00-00,Other
28,2840110000-00-00,Anhydrous
28,284019**00-**-00,Disodium tetraborate pentahydrate
28,2840191000-10-00,Disodium tetraborate pentahydrate
28,2840199000-90-00,Other
28,284020**00-**-00,"Borates of sodium, anhydrous"
28,2840201000-10-00,"Borates of sodium, anhydrous"
28,2840209000-90-00,Other
28,2840300000-00-00,Peroxoborates (perborates)
28,2841300000-00-00,Sodium dichromate
28,2841500000-00-00,Other chromates and dichromates; peroxochromates
28,2841610000-00-00,Potassium permanganate
28,2841690000-00-00,Other
28,2841700000-00-00,Molybdates
28,2841800000-00-00,Tungstates (wolframates)
28,284190**00-**-00,Zincates and vanadates
28,2841903000-30-00,Zincates and vanadates
28,2841908*00-8*-00,Other
28,2841908500-85-00,Other
28,2842100000-00-00,"Double or complex silicates, including aluminosilicates whether or not chemically defined"
28,284290**00-**-00,"Salts, double salts or complex salts of selenium or tellurium acids"
28,2842901000-10-00,"Salts, double salts or complex salts of selenium or tellurium acids"
28,2842908000-80-00,Other
28,284310**00-**-00,Silver
28,2843101000-10-00,Silver
28,2843109000-90-00,Other
28,2843210000-00-00,Silver nitrate
28,2843290000-00-00,Other
28,2843300000-00-00,Gold compounds
28,284390**00-**-00,Amalgams
28,2843901000-10-00,Amalgams
28,2843909000-90-00,Other
28,284410**00-**-00,Crude; waste and scrap (Euratom)
28,2844101000-10-00,Crude; waste and scrap (Euratom)
28,2844103000-30-00,Worked (Euratom)
28,2844105000-50-00,Ferro-uranium
28,2844109000-90-00,Other (Euratom)
28,284420**00-**-00,Ferro-uranium
28,2844202*00-2*-00,Ferro-uranium
28,2844202500-25-00,Ferro-uranium
28,2844203*00-3*-00,Other (Euratom)
28,2844203500-35-00,Other (Euratom)
28,2844205*00-5*-00,Ferro-uranium
28,2844205100-51-00,Ferro-uranium
28,2844205900-59-00,Other (Euratom)
28,2844209*00-9*-00,Other
28,2844209900-99-00,Other
28,284430**00-**-00,Cermets
28,2844301*00-1*-00,Cermets
28,2844301100-11-00,Cermets
28,2844301900-19-00,Other
28,2844305*00-5*-00,Cermets
28,2844305100-51-00,Cermets
28,2844305500-55-00,"Crude, waste and scrap (Euratom)"
28,2844306*00-6*-00,"Bars, rods, angles, shapes and sections, sheets and strips (Euratom)"
28,2844306100-61-00,"Bars, rods, angles, shapes and sections, sheets and strips (Euratom)"
